factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad
mean_alignscore_nli,std_alignscore_nli,min_alignscore_nli,max_alignscore_nli,mean_alignscore_bin,std_alignscore_bin,min_alignscore_bin,max_alignscore_bin,n_examples,backbone,batch_size,device,ckpt_path
0.5059411192018735,0.10471566263287499,0.19207681715488434,0.7737402319908142,0.5201260478480866,0.11817558995972272,0.14335192739963531,0.8095847368240356,380,roberta-large,16,cuda,models/alignscore/AlignScore-large.ckpt
