factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad,factualidad
mean_alignscore_nli,std_alignscore_nli,min_alignscore_nli,max_alignscore_nli,mean_alignscore_bin,std_alignscore_bin,min_alignscore_bin,max_alignscore_bin,n_examples,backbone,batch_size_model,chunk_size,device,ckpt_path
0.4288077878716745,0.07366290403751695,0.228014588356018,0.6618608832359314,0.5000822346461447,0.1018007997507656,0.2598375678062439,0.8585583567619324,380,roberta-large,8,8,cuda,models/alignscore/AlignScore-large.ckpt
